ts,mw,is_peak,year,quarter,month,off_peak,hedge_hour,hedge_group,hedge_mw,hedge_mw_non_nan,residual
2023-01-02 21:00:00+01:00,0.816,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.3166829908675799
2023-01-02 22:00:00+01:00,0.288,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.21131700913242008
2023-01-02 23:00:00+01:00,0.843,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.3436829908675799
2023-01-03 00:00:00+01:00,0.09,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.4093170091324201
2023-01-03 01:00:00+01:00,0.34,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.15931700913242003
2023-01-03 02:00:00+01:00,0.856,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.35668299086757993
2023-01-03 03:00:00+01:00,0.175,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.32431700913242006
2023-01-03 04:00:00+01:00,0.453,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.04631700913242004
2023-01-03 05:00:00+01:00,0.257,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.24231700913242005
2023-01-03 06:00:00+01:00,0.817,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.3176829908675799
2023-01-03 07:00:00+01:00,0.867,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.36768299086757994
2023-01-03 08:00:00+01:00,0.593,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.09368299086757992
2023-01-03 09:00:00+01:00,0.056,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.44331700913242006
2023-01-03 10:00:00+01:00,0.739,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.23968299086757994
2023-01-03 11:00:00+01:00,0.371,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.12831700913242006
2023-01-03 12:00:00+01:00,0.226,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.2733170091324201
2023-01-03 13:00:00+01:00,0.357,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.14231700913242007
2023-01-03 14:00:00+01:00,0.343,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.15631700913242003
2023-01-03 15:00:00+01:00,0.272,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.22731700913242003
2023-01-03 16:00:00+01:00,0.187,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.31231700913242005
2023-01-03 17:00:00+01:00,0.195,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.30431700913242005
2023-01-03 18:00:00+01:00,0.383,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.11631700913242005
2023-01-03 19:00:00+01:00,0.665,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.16568299086757998
2023-01-03 20:00:00+01:00,0.584,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.08468299086757991
2023-01-03 21:00:00+01:00,0.753,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.25368299086757995
2023-01-03 22:00:00+01:00,0.571,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.0716829908675799
2023-01-03 23:00:00+01:00,0.476,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.023317009132420075
2023-01-04 00:00:00+01:00,0.811,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.31168299086758
2023-01-04 01:00:00+01:00,0.398,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.10131700913242003
2023-01-04 02:00:00+01:00,0.041,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.4583170091324201
2023-01-04 03:00:00+01:00,0.326,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.17331700913242004
2023-01-04 04:00:00+01:00,0.216,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.2833170091324201
2023-01-04 05:00:00+01:00,0.077,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.42231700913242004
2023-01-04 06:00:00+01:00,0.136,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.36331700913242004
2023-01-04 07:00:00+01:00,0.959,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.4596829908675799
2023-01-04 08:00:00+01:00,0.829,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.3296829908675799
2023-01-04 09:00:00+01:00,0.383,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.11631700913242005
2023-01-04 10:00:00+01:00,0.167,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.33231700913242
2023-01-04 11:00:00+01:00,0.325,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.17431700913242004
2023-01-04 12:00:00+01:00,0.541,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.04168299086757998
2023-01-04 13:00:00+01:00,0.64,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.14068299086757996
2023-01-04 14:00:00+01:00,0.095,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.4043170091324201
2023-01-04 15:00:00+01:00,0.194,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.30531700913242005
2023-01-04 16:00:00+01:00,0.451,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.04831700913242004
2023-01-04 17:00:00+01:00,0.167,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.33231700913242
2023-01-04 18:00:00+01:00,0.987,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.48768299086757994
2023-01-04 19:00:00+01:00,0.456,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.04331700913242004
2023-01-04 20:00:00+01:00,0.131,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.36831700913242005
2023-01-04 21:00:00+01:00,0.38,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.11931700913242005
2023-01-04 22:00:00+01:00,0.558,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.05868299086758
2023-01-04 23:00:00+01:00,0.828,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.3286829908675799
2023-01-05 00:00:00+01:00,0.985,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.48568299086757993
2023-01-05 01:00:00+01:00,0.891,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.39168299086757996
2023-01-05 02:00:00+01:00,0.372,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.12731700913242006
2023-01-05 03:00:00+01:00,0.727,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.22768299086757993
2023-01-05 04:00:00+01:00,0.828,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.3286829908675799
2023-01-05 05:00:00+01:00,0.987,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.48768299086757994
2023-01-05 06:00:00+01:00,0.606,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.10668299086757993
2023-01-05 07:00:00+01:00,0.262,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.23731700913242004
2023-01-05 08:00:00+01:00,0.573,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.0736829908675799
2023-01-05 09:00:00+01:00,0.462,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.03731700913242003
2023-01-05 10:00:00+01:00,0.619,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.11968299086757994
2023-01-05 11:00:00+01:00,0.396,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.10331700913242003
2023-01-05 12:00:00+01:00,0.241,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.25831700913242006
2023-01-05 13:00:00+01:00,0.333,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.16631700913242004
2023-01-05 14:00:00+01:00,0.905,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.40568299086758
2023-01-05 15:00:00+01:00,0.288,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.21131700913242008
2023-01-05 16:00:00+01:00,0.546,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.04668299086757999
2023-01-05 17:00:00+01:00,0.526,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.02668299086757997
2023-01-05 18:00:00+01:00,0.437,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.062317009132420054
2023-01-05 19:00:00+01:00,0.483,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.01631700913242007
2023-01-05 20:00:00+01:00,0.81,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.31068299086758
2023-01-05 21:00:00+01:00,0.511,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.011682990867579957
2023-01-05 22:00:00+01:00,0.252,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.24731700913242005
2023-01-05 23:00:00+01:00,0.875,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.37568299086757995
2023-01-06 00:00:00+01:00,0.25,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.24931700913242005
2023-01-06 01:00:00+01:00,0.169,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.33031700913242
2023-01-06 02:00:00+01:00,0.067,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.43231700913242005
2023-01-06 03:00:00+01:00,0.684,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.18468299086758
2023-01-06 04:00:00+01:00,0.941,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.4416829908675799
2023-01-06 05:00:00+01:00,0.353,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.14631700913242007
2023-01-06 06:00:00+01:00,0.114,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.38531700913242006
2023-01-06 07:00:00+01:00,0.88,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.38068299086757995
2023-01-06 08:00:00+01:00,0.857,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.35768299086757993
2023-01-06 09:00:00+01:00,0.157,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.34231700913242
2023-01-06 10:00:00+01:00,0.716,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.21668299086757992
2023-01-06 11:00:00+01:00,0.004,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.49531700913242005
2023-01-06 12:00:00+01:00,0.587,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.08768299086757991
2023-01-06 13:00:00+01:00,0.335,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.16431700913242003
2023-01-06 14:00:00+01:00,0.164,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.33531700913242
2023-01-06 15:00:00+01:00,0.921,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.42168299086758
2023-01-06 16:00:00+01:00,0.974,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.4746829908675799
2023-01-06 17:00:00+01:00,0.272,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.22731700913242003
2023-01-06 18:00:00+01:00,0.742,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.24268299086757994
2023-01-06 19:00:00+01:00,0.443,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.05631700913242005
2023-01-06 20:00:00+01:00,0.527,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.02768299086757997
2023-01-06 21:00:00+01:00,0.28,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.21931700913242003
2023-01-06 22:00:00+01:00,0.579,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.0796829908675799
2023-01-06 23:00:00+01:00,0.895,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.39568299086757996
2023-01-07 00:00:00+01:00,0.104,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.39531700913242007
2023-01-07 01:00:00+01:00,0.806,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.30668299086758
2023-01-07 02:00:00+01:00,0.617,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.11768299086757994
2023-01-07 03:00:00+01:00,0.361,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.13831700913242007
2023-01-07 04:00:00+01:00,0.157,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.34231700913242
2023-01-07 05:00:00+01:00,0.005,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.49431700913242005
2023-01-07 06:00:00+01:00,0.334,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.16531700913242003
2023-01-07 07:00:00+01:00,0.435,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.06431700913242006
2023-01-07 08:00:00+01:00,0.808,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.30868299086758
2023-01-07 09:00:00+01:00,0.066,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.43331700913242005
2023-01-07 10:00:00+01:00,0.149,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.35031700913242003
2023-01-07 11:00:00+01:00,0.297,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.20231700913242007
2023-01-07 12:00:00+01:00,0.976,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.4766829908675799
2023-01-07 13:00:00+01:00,0.329,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.17031700913242004
2023-01-07 14:00:00+01:00,0.41,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.08931700913242008
2023-01-07 15:00:00+01:00,0.583,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.08368299086757991
2023-01-07 16:00:00+01:00,0.756,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.25668299086757995
2023-01-07 17:00:00+01:00,0.694,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.1946829908675799
2023-01-07 18:00:00+01:00,0.922,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.42268299086758
2023-01-07 19:00:00+01:00,0.421,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.07831700913242007
2023-01-07 20:00:00+01:00,0.731,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.23168299086757993
2023-01-07 21:00:00+01:00,0.3,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.19931700913242006
2023-01-07 22:00:00+01:00,0.339,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.16031700913242003
2023-01-07 23:00:00+01:00,0.468,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.031317009132420026
2023-01-08 00:00:00+01:00,0.568,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.0686829908675799
2023-01-08 01:00:00+01:00,0.628,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.12868299086757995
2023-01-08 02:00:00+01:00,0.423,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.07631700913242007
2023-01-08 03:00:00+01:00,0.798,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.29868299086758
2023-01-08 04:00:00+01:00,0.961,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.4616829908675799
2023-01-08 05:00:00+01:00,0.01,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.48931700913242004
2023-01-08 06:00:00+01:00,0.233,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.26631700913242007
2023-01-08 07:00:00+01:00,0.958,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.4586829908675799
2023-01-08 08:00:00+01:00,0.315,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.18431700913242005
2023-01-08 09:00:00+01:00,0.558,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.05868299086758
2023-01-08 10:00:00+01:00,0.113,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.38631700913242006
2023-01-08 11:00:00+01:00,0.905,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.40568299086758
2023-01-08 12:00:00+01:00,0.363,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.13631700913242006
2023-01-08 13:00:00+01:00,0.818,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.3186829908675799
2023-01-08 14:00:00+01:00,0.396,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.10331700913242003
2023-01-08 15:00:00+01:00,0.464,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.03531700913242003
2023-01-08 16:00:00+01:00,0.317,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.18231700913242005
2023-01-08 17:00:00+01:00,0.82,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.3206829908675799
2023-01-08 18:00:00+01:00,0.599,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.09968299086757992
2023-01-08 19:00:00+01:00,0.211,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.2883170091324201
2023-01-08 20:00:00+01:00,0.98,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.48068299086757993
2023-01-08 21:00:00+01:00,0.767,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.26768299086757996
2023-01-08 22:00:00+01:00,0.749,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.24968299086757995
2023-01-08 23:00:00+01:00,0.812,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.31268299086758
2023-01-09 00:00:00+01:00,0.973,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.4736829908675799
2023-01-09 01:00:00+01:00,0.175,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.32431700913242006
2023-01-09 02:00:00+01:00,0.874,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.37468299086757995
2023-01-09 03:00:00+01:00,0.576,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.0766829908675799
2023-01-09 04:00:00+01:00,0.178,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.32131700913242006
2023-01-09 05:00:00+01:00,0.124,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.37531700913242005
2023-01-09 06:00:00+01:00,0.25,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,-0.24931700913242005
2023-01-09 07:00:00+01:00,0.584,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.08468299086757991
2023-01-09 08:00:00+01:00,0.574,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.0746829908675799
2023-01-09 09:00:00+01:00,0.354,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.14531700913242007
2023-01-09 10:00:00+01:00,0.906,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.40668299086758
2023-01-09 11:00:00+01:00,0.811,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.31168299086758
2023-01-09 12:00:00+01:00,0.613,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.11368299086757994
2023-01-09 13:00:00+01:00,0.357,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.14231700913242007
2023-01-09 14:00:00+01:00,0.491,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.008317009132420061
2023-01-09 15:00:00+01:00,0.607,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.10768299086757993
2023-01-09 16:00:00+01:00,0.312,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.18731700913242005
2023-01-09 17:00:00+01:00,0.668,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.16868299086757998
2023-01-09 18:00:00+01:00,0.943,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,0.4436829908675799
2023-01-09 19:00:00+01:00,0.286,True,2023,1,1,False,True,2023,0.49931700913242005,0.49931700913242005,-0.21331700913242008
2023-01-09 20:00:00+01:00,0.881,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.38168299086757995
2023-01-09 21:00:00+01:00,0.664,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.16468299086757998
2023-01-09 22:00:00+01:00,0.748,False,2023,1,1,True,True,2023,0.49931700913242005,0.49931700913242005,0.24868299086757994
